condition	sample
striatal_GABAergic_neurons	SRR6820884
striatal_GABAergic_neurons	SRR6820885
striatal_GABAergic_neurons	SRR6820886
striatal_GABAergic_neurons	SRR6820887
striatal_GABAergic_neurons	SRR6820888
striatal_GABAergic_neurons	SRR6820889
striatal_GABAergic_neurons	SRR6820890
striatal_GABAergic_neurons	SRR6820891
striatal_GABAergic_neurons	SRR6820892
striatal_GABAergic_neurons	SRR6820893
striatal_GABAergic_neurons	SRR6820894
striatal_GABAergic_neurons	SRR6820895
striatal_GABAergic_neurons	SRR6820896
striatal_GABAergic_neurons	SRR6820897
Control_1_induced_neuron_RNA-Seq	SRR1292576
Control_1_induced_neuron_RNA-Seq	SRR1292577
Control_1_induced_neuron_RNA-Seq	SRR1292578
Patient_1_induced_neuron_RNA-Seq	SRR1292579
Patient_1_induced_neuron_RNA-Seq	SRR1292580
Patient_1_induced_neuron_RNA-Seq	SRR1292581
Patient_2_induced_neuron_RNA-Seq	SRR1292582
Patient_2_induced_neuron_RNA-Seq	SRR1292583
Patient_2_induced_neuron_RNA-Seq	SRR1292584
retina	SRR4253060
retina	SRR4253061
retina	SRR4253062
retina	SRR4253063
retina	SRR4253064
retina	SRR4253065
retina	SRR4253066
retina	SRR4253067
retina	SRR4253068
retina	SRR4253069
retina	SRR4253070
retina	SRR4253071
retina	SRR4253072
neuron_WT	SRR8433687
neuron_WT	SRR8433688
neuron_U1_OE	SRR8433689
neuron_U1_OE	SRR8433690
Differentiated_neural_progenitor_cells_hDN	SRR6801859
Differentiated_neural_progenitor_cells_hDN	SRR6801860
Differentiated_neural_progenitor_cells_hDN	SRR6801861
Differentiated_neural_progenitor_cells_hDN	SRR6801862
Differentiated_neural_progenitor_cells_hDN	SRR6801863
Differentiated_neural_progenitor_cells_hDN	SRR6801864
Differentiated_neural_progenitor_cells_hDN	SRR6801865
Differentiated_neural_progenitor_cells_hDN	SRR6801866
Differentiated_neural_progenitor_cells_hDN	SRR6801867
ES-derived_neural_progenitor_cells	SRR1609041
ES-derived_neural_progenitor_cells	SRR1609042
ES-derived_neural_progenitor_cells	SRR1609043
ES-derived_neural_progenitor_cells	SRR1609044
ES-derived_neural_progenitor_cells	SRR1609045
ES-derived_neural_progenitor_cells	SRR1609046
ES-derived_neural_progenitor_cells	SRR1609047
ES-derived_neural_progenitor_cells	SRR1609048
ES-derived_neural_progenitor_cells	SRR1609049
ES-derived_neural_progenitor_cells	SRR1609050
ES-derived_neural_progenitor_cells	SRR1609051
cerebral_organoids	SRR4017382
cerebral_organoids	SRR4017383
cerebral_organoids	SRR4017384
cerebral_organoids	SRR4017385
cerebral_organoids	SRR4017386
cerebral_organoids	SRR4017387
cerebral_organoids	SRR4017388
cerebral_organoids	SRR4017389
cerebral_organoids	SRR4017390
cerebral_organoids	SRR4017391
cerebral_organoids	SRR4017392
cerebral_organoids	SRR4017393
neurons_derived_from_embryonic_stem_cells	SRR3952174
Sample_AxD.1070_NIH_Neurobiobank_post-mortem_brain_tissue_with_AxD_status	SRR7441431
Sample_WT.1671_NIH_Neurobiobank_post-mortem_brain_tissue_without_AxD_status	SRR7441432
Sample_WT.4907_NIH_Neurobiobank_post-mortem_brain_tissue_without_AxD_status	SRR7441433
Sample_AxD.5488_NIH_Neurobiobank_post-mortem_brain_tissue_with_AxD_status	SRR7441434
Sample_AxD.885_NIH_Neurobiobank_post-mortem_brain_tissue_with_AxD_status	SRR7441435
Sample_AxD.1161_NIH_Neurobiobank_post-mortem_brain_tissue_with_AxD_status	SRR7441436
Sample_AxD.1482_NIH_Neurobiobank_post-mortem_brain_tissue_with_AxD_status	SRR7441437
Sample_WT.4321_NIH_Neurobiobank_post-mortem_brain_tissue_without_AxD_status	SRR7441438
PD_Brain_prefrontal_cortex	SRR9854791
PD_Brain_prefrontal_cortex	SRR9854771
PD_Brain_prefrontal_cortex	SRR9854772
PD_Brain_prefrontal_cortex	SRR9854773
PD_Brain_prefrontal_cortex	SRR9854774
PD_Brain_prefrontal_cortex	SRR9854775
PD_Brain_prefrontal_cortex	SRR9854776
PD_Brain_prefrontal_cortex	SRR9854777
PD_Brain_prefrontal_cortex	SRR9854778
PD_Brain_prefrontal_cortex	SRR9854779
PD_Brain_prefrontal_cortex	SRR9854780
PD_Brain_prefrontal_cortex	SRR9854781
PD_Brain_prefrontal_cortex	SRR9854782
PD_Brain_prefrontal_cortex	SRR9854783
PD_Brain_prefrontal_cortex	SRR9854784
PD_Brain_prefrontal_cortex	SRR9854785
PD_Brain_prefrontal_cortex	SRR9854786
PD_Brain_prefrontal_cortex	SRR9854787
PD_Brain_prefrontal_cortex	SRR9854788
PD_Brain_prefrontal_cortex	SRR9854789
PD_Brain_prefrontal_cortex	SRR9854790
PD_Brain_prefrontal_cortex	SRR9854792
PD_Brain_prefrontal_cortex	SRR9854793
PD_Brain_prefrontal_cortex	SRR9854794
PD_Brain_prefrontal_cortex	SRR9854795
PD_Brain_prefrontal_cortex	SRR9854796
PD_Brain_prefrontal_cortex	SRR9854797
PD_Brain_prefrontal_cortex	SRR9854798
PD_Brain_prefrontal_cortex	SRR9854799
PD_Brain_prefrontal_cortex	SRR9854800
PD_Brain_prefrontal_cortex	SRR9854801
PD_Brain_prefrontal_cortex	SRR9854802
PD_Brain_prefrontal_cortex	SRR9854803
PD_Brain_prefrontal_cortex	SRR9854804
PD_Brain_prefrontal_cortex	SRR9854805
PD_Brain_prefrontal_cortex	SRR9854806
PD_Brain_prefrontal_cortex	SRR9854807
PD_Brain_prefrontal_cortex	SRR9854808
PD_Brain_prefrontal_cortex	SRR9854809
PD_Brain_prefrontal_cortex	SRR9854810
PD_Brain_prefrontal_cortex	SRR9854811
PD_Brain_prefrontal_cortex	SRR9854812
PD_Brain_prefrontal_cortex	SRR9854813
PD_Brain_prefrontal_cortex	SRR9854814
PD_Brain_prefrontal_cortex	SRR9854815
PD_Brain_prefrontal_cortex	SRR9854816
PD_Brain_prefrontal_cortex	SRR9854817
PD_Brain_prefrontal_cortex	SRR9854818
PD_Brain_prefrontal_cortex	SRR9854819
PD_Brain_prefrontal_cortex	SRR9854820
PD_Brain_prefrontal_cortex	SRR9854821
PD_Brain_prefrontal_cortex	SRR9854822
PD_Brain_prefrontal_cortex	SRR9854823
PD_Brain_prefrontal_cortex	SRR9854824
PD_Brain_prefrontal_cortex	SRR9854825
PD_Brain_prefrontal_cortex	SRR9854826
PD_Brain_prefrontal_cortex	SRR9854827
PD_Brain_prefrontal_cortex	SRR9854828
PD_Brain_prefrontal_cortex	SRR9854829
PD_Brain_prefrontal_cortex	SRR9854830
PD_Brain_prefrontal_cortex	SRR9854831
PD_Brain_prefrontal_cortex	SRR9854832
PD_Brain_prefrontal_cortex	SRR9854833
PD_Brain_prefrontal_cortex	SRR9854834
PD_Brain_prefrontal_cortex	SRR9854835
PD_Brain_prefrontal_cortex	SRR9854836
PD_Brain_prefrontal_cortex	SRR9854837
PD_Brain_prefrontal_cortex	SRR9854838
PD_Brain_prefrontal_cortex	SRR9854839
PD_Brain_prefrontal_cortex	SRR9854840
PD_Brain_prefrontal_cortex	SRR9854841
PD_Brain_prefrontal_cortex	SRR9854842
PD_Brain_prefrontal_cortex	SRR9854843
PD_Brain_prefrontal_cortex	SRR9854844
PD_Brain_prefrontal_cortex	SRR9854845
PD_Brain_prefrontal_cortex	SRR9854846
PD_Brain_prefrontal_cortex	SRR9854847
PD_Brain_prefrontal_cortex	SRR9854848
PD_Brain_prefrontal_cortex	SRR9854849
PD_Brain_prefrontal_cortex	SRR9854850
PD_Brain_prefrontal_cortex	SRR9854851
PD_Brain_prefrontal_cortex	SRR9854852
PD_Brain_prefrontal_cortex	SRR9854853
PD_Brain_prefrontal_cortex	SRR9854854
PD_Brain_prefrontal_cortex	SRR9854855
PD_Brain_prefrontal_cortex	SRR9854856
PD_Brain_prefrontal_cortex	SRR9854857
PD_Brain_prefrontal_cortex	SRR9854858
PD_Brain_prefrontal_cortex	SRR9854859
PD_Brain_prefrontal_cortex	SRR9854860
PD_Brain_prefrontal_cortex	SRR9854861
PD_Brain_prefrontal_cortex	SRR9854862
PD_Brain_prefrontal_cortex	SRR9854863
PD_Brain_prefrontal_cortex	SRR9854864
PD_Brain_prefrontal_cortex	SRR9854865
PD_Brain_prefrontal_cortex	SRR9854866
Control_Brain_prefrontal_cortex	SRR9854867
Control_Brain_prefrontal_cortex	SRR9854868
Control_Brain_prefrontal_cortex	SRR9854869
Control_Brain_prefrontal_cortex	SRR9854870
Control_Brain_prefrontal_cortex	SRR9854871
Control_Brain_prefrontal_cortex	SRR9854872
Control_Brain_prefrontal_cortex	SRR9854873
Control_Brain_prefrontal_cortex	SRR9854874
Control_Brain_prefrontal_cortex	SRR9854875
Control_Brain_prefrontal_cortex	SRR9854876
Control_Brain_prefrontal_cortex	SRR9854877
Control_Brain_prefrontal_cortex	SRR9854878
Control_Brain_prefrontal_cortex	SRR9854879
Control_Brain_prefrontal_cortex	SRR9854880
Control_Brain_prefrontal_cortex	SRR9854881
Control_Brain_prefrontal_cortex	SRR9854882
Control_Brain_prefrontal_cortex	SRR9854883
Control_Brain_prefrontal_cortex	SRR9854884
Control_Brain_prefrontal_cortex	SRR9854885
Control_Brain_prefrontal_cortex	SRR9854886
Control_Brain_prefrontal_cortex	SRR9854887
Control_Brain_prefrontal_cortex	SRR9854888
Control_Brain_prefrontal_cortex	SRR9854889
Control_Brain_prefrontal_cortex	SRR9854890
Control_Brain_prefrontal_cortex	SRR9854891
Control_Brain_prefrontal_cortex	SRR9854892
Control_Brain_prefrontal_cortex	SRR9854893
Control_Brain_prefrontal_cortex	SRR9854894
Control_Brain_prefrontal_cortex	SRR9854895
Control_Brain_prefrontal_cortex	SRR9854896
Control_Brain_prefrontal_cortex	SRR9854897
Control_Brain_prefrontal_cortex	SRR9854898
Control_Brain_prefrontal_cortex	SRR9854899
Control_Brain_prefrontal_cortex	SRR9854900
Control_Brain_prefrontal_cortex	SRR9854901
Control_Brain_prefrontal_cortex	SRR9854902
Control_Brain_prefrontal_cortex	SRR9854903
Control_Brain_prefrontal_cortex	SRR9854904
Control_Brain_prefrontal_cortex	SRR9854905
Control_Brain_prefrontal_cortex	SRR9854906
Control_Brain_prefrontal_cortex	SRR9854907
Control_Brain_prefrontal_cortex	SRR9854908
Control_Brain_prefrontal_cortex	SRR9854909
Control_Brain_prefrontal_cortex	SRR9854910
Control_Brain_prefrontal_cortex	SRR9854911
Control_Brain_prefrontal_cortex	SRR9854912
Control_Brain_prefrontal_cortex	SRR9854913
Control_Brain_prefrontal_cortex	SRR9854914
Culture_of_retinal_tumor	SRR7947407
Culture_of_retinal_tumor	SRR7947408
Putamen	SRR9696523
Putamen	SRR9696524
Putamen	SRR9696525
Putamen	SRR9696526
Putamen	SRR9696527
Putamen	SRR9696528
Putamen	SRR9696529
Putamen	SRR9696530
Putamen	SRR9696532
Putamen	SRR9696533
Putamen	SRR9696534
Putamen	SRR9696536
Putamen	SRR9696538
Putamen	SRR9696539
Putamen	SRR9696540
Putamen	SRR9696541
Putamen	SRR9696542
Putamen	SRR9696537
Putamen	SRR9696535
Putamen	SRR9696531
Putamen	SRR9703414
Putamen	SRR9703415
Putamen	SRR9703416
Putamen	SRR9703417
Putamen	SRR9703418
Putamen	SRR9703419
Putamen	SRR9703420
Putamen	SRR9703421
Putamen	SRR9703422
Putamen	SRR9703423
Putamen	SRR9703424
Putamen	SRR9703425
Putamen	SRR9703426
Putamen	SRR9703427
Putamen	SRR9703428
Putamen	SRR9703429
Putamen	SRR9703430
Putamen	SRR9703431
Putamen	SRR9703432
Putamen	SRR9703433
cortical_organoids_mock_3d	SRR5454079
cortical_organoids_mock_3d	SRR5454080
cortical_organoids_mock_3d	SRR5454087
cortical_organoids_mock_3d	SRR5454088
cortical_organoids_mock_3d	SRR5454095
cortical_organoids_mock_3d	SRR5454096
cortical_organoids_Zika_3d	SRR5454081
cortical_organoids_Zika_3d	SRR5454082
cortical_organoids_Zika_3d	SRR5454089
cortical_organoids_Zika_3d	SRR5454090
cortical_organoids_Zika_3d	SRR5454097
cortical_organoids_Zika_3d	SRR5454098
cortical_organoids_mock_5d	SRR5454083
cortical_organoids_mock_5d	SRR5454084
cortical_organoids_mock_5d	SRR5454091
cortical_organoids_mock_5d	SRR5454092
cortical_organoids_mock_5d	SRR5454099
cortical_organoids_mock_5d	SRR5454100
cortical_organoids_Zika_5d	SRR5454085
cortical_organoids_Zika_5d	SRR5454086
cortical_organoids_Zika_5d	SRR5454093
cortical_organoids_Zika_5d	SRR5454094
cortical_organoids_Zika_5d	SRR5454101
cortical_organoids_Zika_5d	SRR5454102
human_iPS-derived_neuronal_cells	SRR6004251
human_iPS-derived_neuronal_cells	SRR6004252
human_iPS-derived_neuronal_cells	SRR6004253
human_iPS-derived_neuronal_cells	SRR6004254
human_iPS-derived_neuronal_cells	SRR6004255
human_iPS-derived_neuronal_cells	SRR6004256
human_iPS-derived_neuronal_cells	SRR6004257
human_iPS-derived_neuronal_cells	SRR6004258
human_iPS-derived_neuronal_cells	SRR6004259
human_iPS-derived_neuronal_cells	SRR6004260
human_iPS-derived_neuronal_cells	SRR6004261
human_iPS-derived_neuronal_cells	SRR6004262
human_iPS-derived_neuronal_cells	SRR6004263
human_iPS-derived_neuronal_cells	SRR6004264
human_iPS-derived_neuronal_cells	SRR6004265
human_iPS-derived_neuronal_cells	SRR6004266
human_iPS-derived_neuronal_cells	SRR6004267
human_iPS-derived_neuronal_cells	SRR6004268
human_iPS-derived_neuronal_cells	SRR6004269
human_iPS-derived_neuronal_cells	SRR6004270
human_iPS-derived_neuronal_cells	SRR6004271
human_iPS-derived_neuronal_cells	SRR6004272
human_iPS-derived_neuronal_cells	SRR6004273
human_iPS-derived_neuronal_cells	SRR6004274
human_iPS-derived_neuronal_cells	SRR6004275
human_iPS-derived_neuronal_cells	SRR6004276
human_iPS-derived_neuronal_cells	SRR6004278
human_iPS-derived_neuronal_cells	SRR6004279
human_iPS-derived_neuronal_cells	SRR6004280
human_iPS-derived_neuronal_cells	SRR6004281
human_iPS-derived_neuronal_cells	SRR6004282
human_iPS-derived_neuronal_cells	SRR6004283
human_iPS-derived_neuronal_cells	SRR6004284
human_iPS-derived_neuronal_cells	SRR6004285
human_iPS-derived_neuronal_cells	SRR6004286
human_iPS-derived_neuronal_cells	SRR6004287
human_iPS-derived_neuronal_cells	SRR6004288
human_iPS-derived_neuronal_cells	SRR6004289
human_iPS-derived_neuronal_cells	SRR6004290
human_iPS-derived_neuronal_cells	SRR6004291
human_iPS-derived_neuronal_cells	SRR6004292
human_iPS-derived_neuronal_cells	SRR6004293
neurons	SRR3084550
neurons	SRR3084551
neurons	SRR3084552
neurons	SRR3084553
neurons	SRR3084554
neurons	SRR3084555
neurons	SRR3084556
neurons	SRR3084557
neurons	SRR3084558
neurons	SRR3084559
neurons	SRR3084560
neurons	SRR3084561
neurons	SRR3084562
neurons	SRR3084563
neurons	SRR3084564
neurons	SRR3084565
neurons	SRR3084566
neurons	SRR3084567
neurons	SRR3457892
neurons	SRR3457893
neurons	SRR3457894
neurons	SRR3457895
neurons	SRR3457896
neurons	SRR3457897
neurons	SRR3457898
neurons	SRR3457899
neurons	SRR3457900
neurons	SRR3457901
neurons	SRR3457902
neurons	SRR3457903
neurons	SRR3457904
neurons	SRR3457905
neurons	SRR3457906
neurons	SRR3457907
neurons	SRR3457908
neurons	SRR3457909
neurons	SRR3457910
neurons	SRR3457911
neurons	SRR3457912
neurons	SRR3457913
neurons	SRR3457914
neurons	SRR3457915
neurons	SRR3457916
neurons	SRR3457917
neurons	SRR3457918
neurons	SRR3457919
neurons	SRR3457920
neurons	SRR3457921
neurons	SRR3457922
neurons	SRR3457923
neurons	SRR3457924
neurons	SRR3457925
Fetal_brain	SRR3647176
Fetal_spinal_cord	SRR3647177
Fetal_spinal_cord_9_week_fetus	SRR3647186
Fetal_spinal_cord_9_week_fetus	SRR3647187
Human_brain	SRR1424657
Human_brain	SRR1424663
Human_brain	SRR1424664
Human_brain	SRR1424666
Human_brain	SRR1424667
Human_brain	SRR1424669
Human_brain	SRR1424671
Human_brain	SRR1424674
Human_brain	SRR1424676
Human_brain	SRR1424678
Human_brain	SRR1424680
Human_brain	SRR1424682
Human_brain	SRR1424683
Human_brain	SRR1424684
Human_brain	SRR1424685
Human_brain	SRR1424687
Human_brain	SRR1424689
Human_brain	SRR1424692
Human_brain	SRR1424694
Human_brain	SRR1424695
Human_brain	SRR1424697
Human_brain	SRR1424698
Human_brain	SRR1424700
Human_brain	SRR1424702
Human_brain	SRR1424704
Human_brain	SRR1424706
Human_brain	SRR1424656
Human_brain	SRR1424658
Human_brain	SRR1424659
Human_brain	SRR1424660
Human_brain	SRR1424661
Human_brain	SRR1424662
Human_brain	SRR1424665
Human_brain	SRR1424668
Human_brain	SRR1424670
Human_brain	SRR1424672
Human_brain	SRR1424673
Human_brain	SRR1424675
Human_brain	SRR1424677
Human_brain	SRR1424679
Human_brain	SRR1424681
Human_brain	SRR1424686
Human_brain	SRR1424688
Human_brain	SRR1424690
Human_brain	SRR1424691
Human_brain	SRR1424693
Human_brain	SRR1424696
Human_brain	SRR1424699
Human_brain	SRR1424701
Human_brain	SRR1424703
Human_brain	SRR1424705
Human_brain	SRR1424707
Human_neuron_progenitors	SRR9326266
Human_neuron_progenitors	SRR9326267
Human_neuron_progenitors	SRR9326268
Human_neuron_progenitors	SRR9326269
BA9_prefrontal_cortex	SRR2015713
BA9_prefrontal_cortex	SRR2015714
BA9_prefrontal_cortex	SRR2015715
BA9_prefrontal_cortex	SRR2015716
BA9_prefrontal_cortex	SRR2015717
BA9_prefrontal_cortex	SRR2015718
BA9_prefrontal_cortex	SRR2015719
BA9_prefrontal_cortex	SRR2015720
BA9_prefrontal_cortex	SRR2015721
BA9_prefrontal_cortex	SRR2015722
BA9_prefrontal_cortex	SRR2015723
BA9_prefrontal_cortex	SRR2015724
BA9_prefrontal_cortex	SRR2015725
BA9_prefrontal_cortex	SRR2015726
BA9_prefrontal_cortex	SRR2015727
BA9_prefrontal_cortex	SRR2015728
BA9_prefrontal_cortex	SRR2015729
BA9_prefrontal_cortex	SRR2015730
BA9_prefrontal_cortex	SRR2015731
BA9_prefrontal_cortex	SRR2015732
BA9_prefrontal_cortex	SRR2015733
BA9_prefrontal_cortex	SRR2015734
BA9_prefrontal_cortex	SRR2015735
BA9_prefrontal_cortex	SRR2015736
BA9_prefrontal_cortex	SRR2015737
BA9_prefrontal_cortex	SRR2015738
BA9_prefrontal_cortex	SRR2015739
BA9_prefrontal_cortex	SRR2015740
BA9_prefrontal_cortex	SRR2015741
BA9_prefrontal_cortex	SRR2015742
BA9_prefrontal_cortex	SRR2015743
BA9_prefrontal_cortex	SRR2015744
BA9_prefrontal_cortex	SRR2015745
BA9_prefrontal_cortex	SRR2015746
BA9_prefrontal_cortex	SRR2015747
BA9_prefrontal_cortex	SRR2015748
BA9_prefrontal_cortex	SRR2015749
BA9_prefrontal_cortex	SRR2015750
BA9_prefrontal_cortex	SRR2015751
BA9_prefrontal_cortex	SRR2015752
BA9_prefrontal_cortex	SRR2015753
BA9_prefrontal_cortex	SRR2015754
BA9_prefrontal_cortex	SRR2015755
BA9_prefrontal_cortex	SRR2015756
BA9_prefrontal_cortex	SRR2015757
BA9_prefrontal_cortex	SRR2015758
BA9_prefrontal_cortex	SRR2015759
BA9_prefrontal_cortex	SRR2015760
BA9_prefrontal_cortex	SRR2015761
BA9_prefrontal_cortex	SRR2015762
BA9_prefrontal_cortex	SRR2015763
BA9_prefrontal_cortex	SRR2015764
BA9_prefrontal_cortex	SRR2015765
BA9_prefrontal_cortex	SRR2015766
BA9_prefrontal_cortex	SRR2015767
BA9_prefrontal_cortex	SRR2015768
BA9_prefrontal_cortex	SRR2015769
BA9_prefrontal_cortex	SRR2015770
BA9_prefrontal_cortex	SRR2015771
BA9_prefrontal_cortex	SRR2015772
BA9_prefrontal_cortex	SRR2015773
BA9_prefrontal_cortex	SRR2015774
BA9_prefrontal_cortex	SRR2015775
BA9_prefrontal_cortex	SRR2015776
BA9_prefrontal_cortex	SRR2015777
BA9_prefrontal_cortex	SRR2015778
BA9_prefrontal_cortex	SRR2015779
BA9_prefrontal_cortex	SRR2015780
BA9_prefrontal_cortex	SRR2015781
BA9_prefrontal_cortex	SRR2015782
BA9_prefrontal_cortex	SRR2015783
BA9_prefrontal_cortex	SRR2015784
BA9_prefrontal_cortex	SRR2015785
cytoplasmic_RNA_from_the_cerebellum	SRR5871243
cytoplasmic_RNA_from_the_cerebellum	SRR5871244
Cortex_Brodmann_Area_9	SRR11590661
Cortex_Brodmann_Area_9	SRR11590662
Cortex_Brodmann_Area_9	SRR11590663
Cortex_Brodmann_Area_9	SRR11590664
Cortex_Brodmann_Area_9	SRR11590665
Cortex_Brodmann_Area_9	SRR11590666
Cortex_Brodmann_Area_9	SRR11590667
Cortex_Brodmann_Area_9	SRR11590668
Cortex_Brodmann_Area_9	SRR11590669
Cortex_Brodmann_Area_9	SRR11590670
Cortex_Brodmann_Area_9	SRR11590671
Cortex_Brodmann_Area_9	SRR11590672
schizohrenia_neurons	SRR836527
schizohrenia_neurons	SRR836528
schizohrenia_neurons	SRR836529
schizohrenia_neurons	SRR836530
control_neurons	SRR836531
control_neurons	SRR836532
control_neurons	SRR836533
neuron_cell_line	SRR4933108
neuron_cell_line	SRR4933109
neuron_cell_line	SRR4933110
neuron_cell_line	SRR4933111
neuron_cell_line	SRR4933112
neuron_cell_line	SRR4933113
neuron_cell_line	SRR4933114
neuron_cell_line	SRR4933115
neuron_cell_line	SRR4933116
neuron_cell_line	SRR4933117
neuron_cell_line	SRR4933118
neuron_cell_line	SRR4933119
electrically_immature_motor_neurons	SRR5483803
electrically_immature_motor_neurons	SRR5483804
electrically_immature_motor_neurons	SRR5483805
electrically_immature_motor_neurons	SRR5483812
electrically_immature_motor_neurons	SRR5483813
electrically_immature_motor_neurons	SRR5483814
electrically_immature_motor_neurons	SRR5483815
electrically_immature_motor_neurons	SRR5985512
electrically_mature_motor_neurons	SRR5483806
electrically_mature_motor_neurons	SRR5483807
electrically_mature_motor_neurons	SRR5483808
electrically_mature_motor_neurons	SRR5483816
electrically_mature_motor_neurons	SRR5483817
electrically_mature_motor_neurons	SRR5483818
Isolated_from_human_brain	SRR8385504
Isolated_from_human_brain	SRR8385505
Isolated_from_human_brain	SRR8385502
Isolated_from_human_brain	SRR8385503
23_Thalamus	SRR8750453
23_Thalamus	SRR8750454
23_Thalamus	SRR8750817
23_Thalamus	SRR8750818
29_Substantia_Nigra	SRR8750455
29_Substantia_Nigra	SRR8750456
29_Substantia_Nigra	SRR8750457
29_Substantia_Nigra	SRR8750458
21_Hippocampus	SRR8750459
21_Hippocampus	SRR8750460
21_Hippocampus	SRR8750461
21_Hippocampus	SRR8750462
2_2ary_Auditory_BA22	SRR8750463
2_2ary_Auditory_BA22	SRR8750464
2_2ary_Auditory_BA22	SRR8750465
2_2ary_Auditory_BA22	SRR8750466
25_Corpus_Callosum_Posterior	SRR8750467
25_Corpus_Callosum_Posterior	SRR8750468
25_Corpus_Callosum_Posterior	SRR8750469
25_Corpus_Callosum_Posterior	SRR8750470
1_Supramarginal_BA40	SRR8750471
1_Supramarginal_BA40	SRR8750472
1_Supramarginal_BA40	SRR8750473
1_Supramarginal_BA40	SRR8750474
3_Precuneus_BA7	SRR8750475
3_Precuneus_BA7	SRR8750476
3_Precuneus_BA7	SRR8750477
3_Precuneus_BA7	SRR8750478
9_1ary_Visual_BA17	SRR8750479
9_1ary_Visual_BA17	SRR8750480
9_1ary_Visual_BA17	SRR8750481
9_1ary_Visual_BA17	SRR8750482
10_2ary_Visual_BA1819	SRR8750483
10_2ary_Visual_BA1819	SRR8750484
10_2ary_Visual_BA1819	SRR8750485
10_2ary_Visual_BA1819	SRR8750486
28_Cerebellar_White_Matter	SRR8750487
28_Cerebellar_White_Matter	SRR8750488
28_Cerebellar_White_Matter	SRR8750489
28_Cerebellar_White_Matter	SRR8750490
30_Cerebellar_Grey_Matter	SRR8750491
30_Cerebellar_Grey_Matter	SRR8750492
30_Cerebellar_Grey_Matter	SRR8750493
30_Cerebellar_Grey_Matter	SRR8750494
13_Prefrontal_BA10	SRR8750495
13_Prefrontal_BA10	SRR8750496
13_Prefrontal_BA10	SRR8750497
13_Prefrontal_BA10	SRR8750498
16_Dorsolateral_Prefrontal_BA9	SRR8750733
16_Dorsolateral_Prefrontal_BA9	SRR8750734
16_Dorsolateral_Prefrontal_BA9	SRR8750735
16_Dorsolateral_Prefrontal_BA9	SRR8750736
17_Orbitofrontal_BA11	SRR8750737
17_Orbitofrontal_BA11	SRR8750738
17_Orbitofrontal_BA11	SRR8750739
17_Orbitofrontal_BA11	SRR8750740
18_Ventrolateral_Prefrontal_BA44	SRR8750741
18_Ventrolateral_Prefrontal_BA44	SRR8750742
18_Ventrolateral_Prefrontal_BA44	SRR8750743
18_Ventrolateral_Prefrontal_BA44	SRR8750744
12_Cingulate_Anterior_BA32	SRR8750745
12_Cingulate_Anterior_BA32	SRR8750746
12_Cingulate_Anterior_BA32	SRR8750747
12_Cingulate_Anterior_BA32	SRR8750748
32_Caudate	SRR8750749
32_Caudate	SRR8750750
32_Caudate	SRR8750751
32_Caudate	SRR8750752
33_Nucleus_Accumbens	SRR8750753
33_Nucleus_Accumbens	SRR8750754
33_Nucleus_Accumbens	SRR8750755
33_Nucleus_Accumbens	SRR8750756
24_Corpus_Callosum_Anterior	SRR8750757
24_Corpus_Callosum_Anterior	SRR8750758
24_Corpus_Callosum_Anterior	SRR8750759
24_Corpus_Callosum_Anterior	SRR8750760
5_Premotor_BA6	SRR8750761
5_Premotor_BA6	SRR8750762
5_Premotor_BA6	SRR8750763
5_Premotor_BA6	SRR8750764
11_Cingulate_Anterior_BA24	SRR8750766
11_Cingulate_Anterior_BA24	SRR8750767
11_Cingulate_Anterior_BA24	SRR8750768
11_Cingulate_Anterior_BA24	SRR8750765
31_Putamen	SRR8750769
31_Putamen	SRR8750770
31_Putamen	SRR8750772
31_Putamen	SRR8750771
26_Internal_Capsule	SRR8750773
26_Internal_Capsule	SRR8750774
26_Internal_Capsule	SRR8750775
26_Internal_Capsule	SRR8750776
8_1ary_Motor_BA4	SRR8750777
8_1ary_Motor_BA4	SRR8750778
8_1ary_Motor_BA4	SRR8750779
8_1ary_Motor_BA4	SRR8750780
6_1ary_Somatosensory_BA312	SRR8750781
6_1ary_Somatosensory_BA312	SRR8750783
6_1ary_Somatosensory_BA312	SRR8750784
6_1ary_Somatosensory_BA312	SRR8750782
27_Globus_Pallidus	SRR8750785
27_Globus_Pallidus	SRR8750786
27_Globus_Pallidus	SRR8750787
27_Globus_Pallidus	SRR8750788
22_Hypothalamus	SRR8750789
22_Hypothalamus	SRR8750790
22_Hypothalamus	SRR8750791
22_Hypothalamus	SRR8750792
19_Amygdala	SRR8750793
19_Amygdala	SRR8750795
19_Amygdala	SRR8750796
19_Amygdala	SRR8750794
20_Entorhinal_Cortex	SRR8750797
20_Entorhinal_Cortex	SRR8750798
20_Entorhinal_Cortex	SRR8750799
20_Entorhinal_Cortex	SRR8750800
14_Inferior_Temporal_BA20	SRR8750801
14_Inferior_Temporal_BA20	SRR8750802
14_Inferior_Temporal_BA20	SRR8750804
14_Inferior_Temporal_BA20	SRR8750803
7_1ary_Auditory_BA4142	SRR8750805
7_1ary_Auditory_BA4142	SRR8750806
7_1ary_Auditory_BA4142	SRR8750807
7_1ary_Auditory_BA4142	SRR8750808
4_Cingulate_Posterior_BA31	SRR8750809
4_Cingulate_Posterior_BA31	SRR8750810
4_Cingulate_Posterior_BA31	SRR8750811
4_Cingulate_Posterior_BA31	SRR8750812
